MD,X,Y,Z,ANCC,ASTNU,ASTNL,EGFDU,EGFDL,BUDA,TVT,GR,TVT_input
11076.0,2971898.34,1095952.22,-8756.99,-8426.92,-8558.44,-8642.59,-8760.12,-8804.64,-8914.82,11053.85,93.6207959200968,11053.85
11077.0,2971898.94,1095951.63,-8757.53,-8427.0,-8558.53,-8642.67,-8760.21,-8804.73,-8914.91,11054.3,99.5133690762179,11054.3
11078.0,2971899.54,1095951.04,-8758.06,-8427.09,-8558.61,-8642.76,-8760.29,-8804.82,-8915.0,11054.740000000002,102.12100202461632,11054.740000000002
11079.0,2971900.15,1095950.45,-8758.6,-8427.18,-8558.7,-8642.85,-8760.38,-8804.9,-8915.08,11055.19,102.39192492834604,11055.19
11080.0,2971900.76,1095949.86,-8759.13,-8427.27,-8558.79,-8642.93,-8760.47,-8804.99,-8915.17,11055.63,95.83897719438374,11055.63
11081.0,2971901.36,1095949.26,-8759.66,-8427.35,-8558.87,-8643.02,-8760.55,-8805.08,-8915.26,11056.08,99.9705514762618,11056.08
11082.0,2971901.97,1095948.67,-8760.19,-8427.44,-8558.96,-8643.11,-8760.64,-8805.16,-8915.34,11056.53,,11056.53
11083.0,2971902.57,1095948.08,-8760.72,-8427.53,-8559.05,-8643.19,-8760.73,-8805.25,-8915.43,11056.97,110.77360226248383,11056.97
11084.0,2971903.18,1095947.48,-8761.24,-8427.61,-8559.14,-8643.28,-8760.82,-8805.34,-8915.52,11057.42,109.09726679565628,11057.42
11085.0,2971903.79,1095946.88,-8761.77,-8427.7,-8559.22,-8643.37,-8760.9,-8805.42,-8915.6,11057.85,99.7165612540152,11057.85
11086.0,2971904.4,1095946.28,-8762.29,-8427.79,-8559.31,-8643.46,-8760.99,-8805.51,-8915.69,11058.28,84.15542697104016,11058.28
11087.0,2971905.0,1095945.69,-8762.81,-8427.88,-8559.4,-8643.54,-8761.08,-8805.6,-8915.78,11058.71,71.25272368091287,11058.71
11088.0,2971905.61,1095945.09,-8763.33,-8427.97,-8559.49,-8643.63,-8761.17,-8805.69,-8915.87,11059.13,67.32434157683213,11059.13
11089.0,2971906.22,1095944.48,-8763.85,-8428.05,-8559.57,-8643.72,-8761.26,-8805.78,-8915.96,11059.56,72.38721334028102,11059.56
11090.0,2971906.83,1095943.88,-8764.36,-8428.14,-8559.66,-8643.81,-8761.34,-8805.86,-8916.04,11059.990000000002,79.82066051136485,11059.990000000002
11091.0,2971907.44,1095943.28,-8764.88,-8428.23,-8559.75,-8643.9,-8761.43,-8805.95,-8916.13,11060.42,84.96819568222926,11060.42
11092.0,2971908.05,1095942.67,-8765.39,-8428.32,-8559.84,-8643.98,-8761.52,-8806.04,-8916.22,11060.85,84.00303283769219,11060.85
11093.0,2971908.66,1095942.07,-8765.9,-8428.4,-8559.93,-8644.07,-8761.61,-8806.13,-8916.31,11061.28,84.40941719328674,11061.28
11094.0,2971909.27,1095941.46,-8766.41,-8428.49,-8560.01,-8644.16,-8761.69,-8806.22,-8916.4,11061.71,87.38956913431353,11061.71
11095.0,2971909.88,1095940.85,-8766.92,-8428.58,-8560.1,-8644.25,-8761.78,-8806.31,-8916.49,11062.12,86.59373310460751,11062.12
11096.0,2971910.49,1095940.24,-8767.42,-8428.67,-8560.19,-8644.34,-8761.87,-8806.39,-8916.57,11062.53,89.40455823080322,11062.53
11097.0,2971911.1,1095939.63,-8767.93,-8428.76,-8560.28,-8644.43,-8761.96,-8806.48,-8916.66,11062.94,93.4345364237826,11062.94
11098.0,2971911.71,1095939.02,-8768.43,-8428.85,-8560.37,-8644.52,-8762.05,-8806.57,-8916.75,11063.35,94.55209340166766,11063.35
11099.0,2971912.32,1095938.41,-8768.93,-8428.94,-8560.46,-8644.6,-8762.14,-8806.66,-8916.84,11063.77,92.46937357924551,11063.77
11100.0,2971912.94,1095937.8,-8769.43,-8429.03,-8560.55,-8644.69,-8762.23,-8806.75,-8916.93,11064.18,87.35570377134732,11064.18
11101.0,2971913.55,1095937.19,-8769.93,-8429.12,-8560.64,-8644.78,-8762.32,-8806.84,-8917.02,11064.59,86.3058775193947,11064.59
11102.0,2971914.16,1095936.57,-8770.43,-8429.2,-8560.73,-8644.87,-8762.41,-8806.93,-8917.11,11065.0,87.35570377134732,11065.0
11103.0,2971914.77,1095935.95,-8770.92,-8429.29,-8560.82,-8644.96,-8762.5,-8807.02,-8917.2,11065.41,94.04411295717446,11065.41
11104.0,2971915.39,1095935.34,-8771.41,-8429.38,-8560.9,-8645.05,-8762.58,-8807.11,-8917.29,11065.820000000002,,11065.820000000002
11105.0,2971916.0,1095934.72,-8771.9,-8429.47,-8560.99,-8645.14,-8762.67,-8807.2,-8917.38,11066.22,112.46687041079451,11066.22
11106.0,2971916.62,1095934.1,-8772.39,-8429.56,-8561.08,-8645.23,-8762.76,-8807.29,-8917.47,11066.61,110.51961204023723,11066.61
11107.0,2971917.23,1095933.48,-8772.88,-8429.65,-8561.17,-8645.32,-8762.85,-8807.38,-8917.56,11067.0,,11067.0
11108.0,2971917.85,1095932.86,-8773.37,-8429.74,-8561.26,-8645.41,-8762.94,-8807.47,-8917.65,11067.4,,11067.4
11109.0,2971918.46,1095932.24,-8773.85,-8429.83,-8561.35,-8645.5,-8763.03,-8807.56,-8917.74,11067.79,91.80899900140436,11067.79
11110.0,2971919.08,1095931.61,-8774.34,-8429.92,-8561.44,-8645.59,-8763.12,-8807.64,-8917.83,11068.19,88.8457797418607,11068.19
11111.0,2971919.69,1095930.99,-8774.82,-8430.01,-8561.53,-8645.68,-8763.21,-8807.73,-8917.92,11068.58,88.54099147516479,11068.58
11112.0,2971920.31,1095930.36,-8775.3,-8430.1,-8561.62,-8645.77,-8763.3,-8807.82,-8918.0,11068.97,84.44328255625298,11068.97
11113.0,2971920.92,1095929.74,-8775.78,-8430.19,-8561.71,-8645.86,-8763.39,-8807.91,-8918.09,11069.37,78.24592113343591,11069.37
11114.0,2971921.54,1095929.11,-8776.25,-8430.28,-8561.8,-8645.95,-8763.48,-8808.0,-8918.18,11069.76,75.46896137020642,11069.76
11115.0,2971922.16,1095928.48,-8776.73,-8430.37,-8561.89,-8646.04,-8763.57,-8808.1,-8918.28,11070.14,79.93918928174658,11070.14
11116.0,2971922.77,1095927.85,-8777.2,-8430.46,-8561.98,-8646.13,-8763.66,-8808.19,-8918.37,11070.51,79.93918928174658,11070.51
11117.0,2971923.39,1095927.22,-8777.67,-8430.55,-8562.08,-8646.22,-8763.76,-8808.28,-8918.46,11070.89,79.24494934093921,11070.89
11118.0,2971924.01,1095926.59,-8778.14,-8430.64,-8562.17,-8646.31,-8763.85,-8808.37,-8918.55,11071.27,78.16125772602038,11071.27
11119.0,2971924.62,1095925.96,-8778.61,-8430.74,-8562.26,-8646.4,-8763.94,-8808.46,-8918.64,11071.64,77.4162197407637,11071.64
11120.0,2971925.24,1095925.33,-8779.07,-8430.83,-8562.35,-8646.49,-8764.03,-8808.55,-8918.73,11072.02,82.30976468938152,11072.02
11121.0,2971925.86,1095924.69,-8779.54,-8430.92,-8562.44,-8646.58,-8764.12,-8808.64,-8918.82,11072.4,86.18734874901297,11072.4
11122.0,2971926.48,1095924.06,-8780.0,-8431.01,-8562.53,-8646.68,-8764.21,-8808.73,-8918.91,11072.77,91.94446045326922,11072.77
11123.0,2971927.1,1095923.42,-8780.46,-8431.1,-8562.62,-8646.77,-8764.3,-8808.82,-8919.0,11073.15,95.78817914993442,11073.15
11124.0,2971927.72,1095922.79,-8780.92,-8431.19,-8562.71,-8646.86,-8764.39,-8808.91,-8919.09,11073.52,96.10990009811349,11073.52
11125.0,2971928.34,1095922.15,-8781.38,-8431.28,-8562.8,-8646.95,-8764.48,-8809.0,-8919.18,11073.88,97.14279366858298,11073.88
11126.0,2971928.96,1095921.51,-8781.84,-8431.37,-8562.89,-8647.04,-8764.57,-8809.1,-8919.28,11074.240000000002,100.37693583185634,11074.240000000002
11127.0,2971929.58,1095920.87,-8782.29,-8431.46,-8562.99,-8647.13,-8764.67,-8809.19,-8919.37,11074.6,103.23855900250138,11074.6
11128.0,2971930.2,1095920.23,-8782.74,-8431.56,-8563.08,-8647.22,-8764.76,-8809.28,-8919.46,11074.96,103.5602799506804,11074.96
11129.0,2971930.82,1095919.59,-8783.19,-8431.65,-8563.17,-8647.32,-8764.85,-8809.37,-8919.55,11075.320000000002,101.34209867639342,11075.320000000002
11130.0,2971931.44,1095918.94,-8783.64,-8431.74,-8563.26,-8647.41,-8764.94,-8809.46,-8919.64,11075.67,97.09199562413366,11075.67
11131.0,2971932.06,1095918.3,-8784.09,-8431.83,-8563.35,-8647.5,-8765.03,-8809.55,-8919.74,11076.03,92.24924871996517,11076.03
11132.0,2971932.68,1095917.65,-8784.54,-8431.92,-8563.45,-8647.59,-8765.13,-8809.65,-8919.83,11076.39,91.84286436437056,11076.39
11133.0,2971933.3,1095917.01,-8784.98,-8432.01,-8563.54,-8647.68,-8765.22,-8809.74,-8919.92,11076.75,94.8907470313298,11076.75
11134.0,2971933.92,1095916.36,-8785.42,-8432.11,-8563.63,-8647.77,-8765.31,-8809.83,-8920.01,11077.11,92.1137872681003,11077.11
11135.0,2971934.54,1095915.71,-8785.86,-8432.2,-8563.72,-8647.87,-8765.4,-8809.92,-8920.1,11077.45,93.1466808385698,11077.45
11136.0,2971935.16,1095915.07,-8786.3,-8432.29,-8563.81,-8647.96,-8765.49,-8810.02,-8920.2,11077.79,98.32808137240042,11077.79
11137.0,2971935.79,1095914.42,-8786.74,-8432.38,-8563.91,-8648.05,-8765.59,-8810.11,-8920.29,11078.13,101.2913006319441,11078.13
11138.0,2971936.41,1095913.77,-8787.17,-8432.48,-8564.0,-8648.14,-8765.68,-8810.2,-8920.38,11078.47,103.06923218767032,11078.47
11139.0,2971937.03,1095913.12,-8787.61,-8432.57,-8564.09,-8648.24,-8765.77,-8810.29,-8920.47,11078.81,104.38998134335264,11078.81
11140.0,2971937.65,1095912.46,-8788.04,-8432.66,-8564.18,-8648.33,-8765.86,-8810.39,-8920.57,11079.15,102.20566543203186,11079.15
11141.0,2971938.28,1095911.81,-8788.47,-8432.75,-8564.28,-8648.42,-8765.96,-8810.48,-8920.66,11079.490000000002,92.6556330755597,11079.490000000002
11142.0,2971938.9,1095911.16,-8788.9,-8432.85,-8564.37,-8648.51,-8766.05,-8810.57,-8920.75,11079.83,85.45924344523937,11079.83
11143.0,2971939.52,1095910.5,-8789.33,-8432.94,-8564.46,-8648.61,-8766.14,-8810.66,-8920.84,11080.17,85.67936830451974,11080.17
11144.0,2971940.15,1095909.84,-8789.75,-8433.03,-8564.55,-8648.7,-8766.23,-8810.76,-8920.94,11080.51,88.04994371215469,11080.51
11145.0,2971940.77,1095909.19,-8790.18,-8433.13,-8564.65,-8648.79,-8766.33,-8810.85,-8921.03,11080.83,89.91253867529642,11080.83
11146.0,2971941.4,1095908.53,-8790.6,-8433.22,-8564.74,-8648.89,-8766.42,-8810.94,-8921.12,11081.16,88.16847248253643,11081.16
11147.0,2971942.02,1095907.87,-8791.02,-8433.31,-8564.83,-8648.98,-8766.51,-8811.04,-8921.22,11081.48,84.86659959333065,11081.48
11148.0,2971942.64,1095907.21,-8791.43,-8433.41,-8564.93,-8649.07,-8766.61,-8811.13,-8921.31,11081.8,81.10754430408096,11081.8
11149.0,2971943.27,1095906.55,-8791.85,-8433.5,-8565.02,-8649.17,-8766.7,-8811.22,-8921.4,11082.12,76.16320131101381,11082.12
11150.0,2971943.89,1095905.89,-8792.27,-8433.59,-8565.11,-8649.26,-8766.79,-8811.32,-8921.5,11082.44,75.41816332575712,11082.44
11151.0,2971944.52,1095905.23,-8792.68,-8433.69,-8565.21,-8649.35,-8766.89,-8811.41,-8921.59,11082.77,76.33252812584487,11082.77
11152.0,2971945.14,1095904.56,-8793.09,-8433.78,-8565.3,-8649.45,-8766.98,-8811.5,-8921.68,11083.09,79.61746833356756,11083.09
11153.0,2971945.77,1095903.9,-8793.5,-8433.87,-8565.39,-8649.54,-8767.07,-8811.6,-8921.78,11083.41,86.17041606752984,11083.41
11154.0,2971946.39,1095903.23,-8793.91,-8433.97,-8565.49,-8649.63,-8767.17,-8811.69,-8921.87,11083.73,93.63772860157988,11083.73
11155.0,2971947.02,1095902.57,-8794.31,-8434.06,-8565.58,-8649.73,-8767.26,-8811.78,-8921.96,11084.04,96.27922691294452,11084.04
11156.0,2971947.65,1095901.9,-8794.72,-8434.15,-8565.68,-8649.82,-8767.36,-8811.88,-8922.06,11084.35,95.9236406017993,11084.35
11157.0,2971948.27,1095901.24,-8795.12,-8434.25,-8565.77,-8649.92,-8767.45,-8811.97,-8922.15,11084.65,94.43356463128588,11084.65
11158.0,2971948.9,1095900.57,-8795.52,-8434.34,-8565.86,-8650.01,-8767.54,-8812.07,-8922.25,11084.96,88.574856838131,11084.96
11159.0,2971949.53,1095899.9,-8795.93,-8434.44,-8565.96,-8650.1,-8767.64,-8812.16,-8922.34,11085.27,81.29380380039514,11085.27
11160.0,2971950.16,1095899.23,-8796.33,-8434.53,-8566.05,-8650.2,-8767.73,-8812.25,-8922.43,11085.570000000002,77.50088314817923,11085.570000000002
11161.0,2971950.79,1095898.57,-8796.72,-8434.62,-8566.15,-8650.29,-8767.83,-8812.35,-8922.53,11085.88,74.43606779973693,11085.88
11162.0,2971951.42,1095897.9,-8797.12,-8434.72,-8566.24,-8650.39,-8767.92,-8812.44,-8922.62,11086.19,79.14335325204057,11086.19
11163.0,2971952.05,1095897.23,-8797.52,-8434.81,-8566.33,-8650.48,-8768.01,-8812.54,-8922.72,11086.490000000002,,11086.490000000002
11164.0,2971952.68,1095896.57,-8797.92,-8434.91,-8566.43,-8650.57,-8768.11,-8812.63,-8922.81,11086.8,,11086.8
11165.0,2971953.31,1095895.9,-8798.31,-8435.0,-8566.52,-8650.67,-8768.2,-8812.73,-8922.91,11087.1,98.14182187608624,11087.1
11166.0,2971953.94,1095895.23,-8798.7,-8435.1,-8566.62,-8650.76,-8768.3,-8812.82,-8923.0,11087.39,99.76735929846453,11087.39
11167.0,2971954.57,1095894.56,-8799.1,-8435.19,-8566.71,-8650.86,-8768.39,-8812.91,-8923.09,11087.69,94.11184368310688,11087.69
11168.0,2971955.21,1095893.9,-8799.49,-8435.29,-8566.81,-8650.95,-8768.49,-8813.01,-8923.19,11087.98,92.70643112000904,11087.98
11169.0,2971955.84,1095893.23,-8799.88,-8435.38,-8566.9,-8651.05,-8768.58,-8813.1,-8923.28,11088.28,89.43842359376943,11088.28
11170.0,2971956.47,1095892.56,-8800.27,-8435.47,-8567.0,-8651.14,-8768.68,-8813.2,-8923.38,11088.570000000002,87.89754957880672,11088.570000000002
11171.0,2971957.11,1095891.89,-8800.66,-8435.57,-8567.09,-8651.24,-8768.77,-8813.29,-8923.47,11088.87,87.10171354910071,11088.87
11172.0,2971957.74,1095891.22,-8801.04,-8435.66,-8567.19,-8651.33,-8768.87,-8813.39,-8923.57,11089.16,84.32475378587121,11089.16
11173.0,2971958.38,1095890.56,-8801.43,-8435.76,-8567.28,-8651.43,-8768.96,-8813.48,-8923.66,11089.46,82.54682223014503,11089.46
11174.0,2971959.02,1095889.89,-8801.81,-8435.85,-8567.37,-8651.52,-8769.05,-8813.58,-8923.76,11089.75,79.05868984462504,11089.75
11175.0,2971959.66,1095889.22,-8802.2,-8435.95,-8567.47,-8651.62,-8769.15,-8813.67,-8923.85,11090.04,75.01177897016255,11090.04
11176.0,2971960.29,1095888.55,-8802.58,-8436.04,-8567.56,-8651.71,-8769.24,-8813.77,-8923.95,11090.320000000002,74.92711556274702,11090.320000000002
11177.0,2971960.93,1095887.88,-8802.96,-8436.14,-8567.66,-8651.81,-8769.34,-8813.86,-8924.04,11090.6,75.55362477762198,11090.6
11178.0,2971961.57,1095887.21,-8803.34,-8436.23,-8567.75,-8651.9,-8769.43,-8813.96,-8924.14,11090.89,77.50088314817923,11090.89
11179.0,2971962.21,1095886.55,-8803.72,-8436.33,-8567.85,-8652.0,-8769.53,-8814.05,-8924.23,11091.17,81.44619793374308,11091.17
11180.0,2971962.85,1095885.88,-8804.1,-8436.42,-8567.94,-8652.09,-8769.63,-8814.15,-8924.33,11091.45,82.90240854129026,11091.45
11181.0,2971963.49,1095885.21,-8804.48,-8436.52,-8568.04,-8652.19,-8769.72,-8814.24,-8924.42,11091.740000000002,80.36250631882424,11091.740000000002
11182.0,2971964.13,1095884.54,-8804.85,-8436.61,-8568.14,-8652.28,-8769.82,-8814.34,-8924.52,11092.02,81.15834234853025,11092.02
11183.0,2971964.77,1095883.87,-8805.23,-8436.71,-8568.23,-8652.38,-8769.91,-8814.43,-8924.61,11092.31,80.10851609657766,11092.31
11184.0,2971965.42,1095883.2,-8805.6,-8436.8,-8568.33,-8652.47,-8770.01,-8814.53,-8924.71,11092.59,82.14043787455047,11092.59
11185.0,2971966.06,1095882.53,-8805.97,-8436.9,-8568.42,-8652.57,-8770.1,-8814.62,-8924.8,11092.87,81.29380380039514,11092.87
11186.0,2971966.7,1095881.86,-8806.34,-8436.99,-8568.52,-8652.66,-8770.2,-8814.72,-8924.9,11093.14,74.82551947384837,11093.14
11187.0,2971967.35,1095881.19,-8806.72,-8437.09,-8568.61,-8652.76,-8770.29,-8814.81,-8924.99,11093.42,76.24786471842934,11093.42
11188.0,2971967.99,1095880.52,-8807.08,-8437.18,-8568.71,-8652.85,-8770.39,-8814.91,-8925.09,11093.69,,11093.69
11189.0,2971968.64,1095879.85,-8807.45,-8437.28,-8568.8,-8652.95,-8770.48,-8815.0,-8925.18,11093.96,,11093.96
11190.0,2971969.28,1095879.19,-8807.82,-8437.28,-8568.8,-8652.94,-8770.48,-8815.0,-8925.18,11094.33,91.47034537174224,11094.33
11191.0,2971969.93,1095878.52,-8808.19,-8437.26,-8568.78,-8652.93,-8770.46,-8814.98,-8925.16,11094.72,94.51822803870142,11094.72
11192.0,2971970.58,1095877.85,-8808.55,-8437.24,-8568.77,-8652.91,-8770.45,-8814.97,-8925.15,11095.1,99.12391740210646,11095.1
11193.0,2971971.22,1095877.18,-8808.91,-8437.23,-8568.75,-8652.9,-8770.43,-8814.95,-8925.13,11095.48,105.89698999534912,11095.48
11194.0,2971971.87,1095876.51,-8809.28,-8437.21,-8568.73,-8652.88,-8770.41,-8814.94,-8925.12,11095.86,101.0203777282144,11095.86
11195.0,2971972.52,1095875.84,-8809.64,-8437.2,-8568.72,-8652.86,-8770.4,-8814.92,-8925.1,11096.23,100.30920510592392,11096.23
11196.0,2971973.17,1095875.17,-8810.0,-8437.18,-8568.7,-8652.85,-8770.38,-8814.9,-8925.08,11096.6,99.25937885397131,11096.6
11197.0,2971973.82,1095874.5,-8810.36,-8437.16,-8568.69,-8652.83,-8770.37,-8814.89,-8925.07,11096.97,92.48630626072864,11096.97
11198.0,2971974.47,1095873.83,-8810.72,-8437.15,-8568.67,-8652.82,-8770.35,-8814.87,-8925.05,11097.35,88.20233784550265,11097.35
11199.0,2971975.12,1095873.16,-8811.07,-8437.13,-8568.65,-8652.8,-8770.33,-8814.86,-8925.04,11097.72,87.13557891206692,11097.72
11200.0,2971975.77,1095872.49,-8811.43,-8437.12,-8568.64,-8652.78,-8770.32,-8814.84,-8925.02,11098.09,85.49310880820558,11098.09
11201.0,2971976.42,1095871.82,-8811.78,-8437.1,-8568.62,-8652.77,-8770.3,-8814.82,-8925.0,11098.46,86.42440628977646,11098.46
11202.0,2971977.08,1095871.15,-8812.14,-8437.08,-8568.61,-8652.75,-8770.29,-8814.81,-8924.99,11098.84,87.71129008249255,11098.84
11203.0,2971977.73,1095870.48,-8812.49,-8437.07,-8568.59,-8652.74,-8770.27,-8814.79,-8924.97,11099.21,90.18346157902614,11099.21
11204.0,2971978.38,1095869.81,-8812.84,-8437.05,-8568.57,-8652.72,-8770.25,-8814.78,-8924.96,11099.58,,11099.58
11205.0,2971979.04,1095869.14,-8813.19,-8437.04,-8568.56,-8652.7,-8770.24,-8814.76,-8924.94,11099.94,92.87575793484008,11099.94
11206.0,2971979.69,1095868.46,-8813.54,-8437.02,-8568.54,-8652.69,-8770.22,-8814.74,-8924.92,11100.3,93.31600765340086,11100.3
11207.0,2971980.35,1095867.79,-8813.89,-8437.0,-8568.53,-8652.67,-8770.21,-8814.73,-8924.91,11100.67,88.77804901592826,11100.67
11208.0,2971981.0,1095867.12,-8814.24,-8436.99,-8568.51,-8652.66,-8770.19,-8814.71,-8924.89,11101.03,89.15056800855663,11101.03
11209.0,2971981.66,1095866.45,-8814.58,-8436.97,-8568.49,-8652.64,-8770.17,-8814.7,-8924.88,11101.39,89.42149091228633,11101.39
11210.0,2971982.32,1095865.78,-8814.93,-8436.96,-8568.48,-8652.62,-8770.16,-8814.68,-8924.86,11101.75,91.36874928284358,11101.75
11211.0,2971982.97,1095865.11,-8815.27,-8436.94,-8568.46,-8652.61,-8770.14,-8814.66,-8924.84,11102.11,97.51531266121133,11102.11
11212.0,2971983.63,1095864.44,-8815.61,-8436.92,-8568.45,-8652.59,-8770.13,-8814.65,-8924.83,11102.47,97.41371657231268,11102.47
11213.0,2971984.29,1095863.77,-8815.95,-8436.91,-8568.43,-8652.57,-8770.11,-8814.63,-8924.81,11102.83,101.15583918007924,11102.83
11214.0,2971984.95,1095863.1,-8816.29,-8436.89,-8568.41,-8652.56,-8770.09,-8814.61,-8924.79,11103.19,109.57138187718326,11103.19
11215.0,2971985.61,1095862.43,-8816.63,-8436.88,-8568.4,-8652.54,-8770.08,-8814.6,-8924.78,11103.54,109.1480648401056,11103.54
11216.0,2971986.27,1095861.76,-8816.97,-8436.86,-8568.38,-8652.53,-8770.06,-8814.58,-8924.76,11103.89,107.35320060289632,11103.89
11217.0,2971986.93,1095861.09,-8817.31,-8436.84,-8568.36,-8652.51,-8770.04,-8814.57,-8924.75,11104.25,112.4499377293114,11104.25
11218.0,2971987.59,1095860.42,-8817.64,-8436.83,-8568.35,-8652.49,-8770.03,-8814.55,-8924.73,11104.6,113.6860234775782,11104.6
11219.0,2971988.25,1095859.74,-8817.98,-8436.81,-8568.33,-8652.48,-8770.01,-8814.53,-8924.71,11104.95,119.23994300403716,11104.95
11220.0,2971988.91,1095859.07,-8818.31,-8436.79,-8568.32,-8652.46,-8770.0,-8814.52,-8924.7,11105.3,123.72710359706043,11105.3
11221.0,2971989.58,1095858.4,-8818.64,-8436.78,-8568.3,-8652.45,-8769.98,-8814.5,-8924.68,11105.65,123.8794977304084,11105.65
11222.0,2971990.24,1095857.73,-8818.98,-8436.76,-8568.28,-8652.43,-8769.96,-8814.49,-8924.67,11106.0,118.86742401140884,11106.0
11223.0,2971990.9,1095857.06,-8819.31,-8436.75,-8568.27,-8652.41,-8769.95,-8814.47,-8924.65,11106.35,119.07061618920608,11106.35
11224.0,2971991.57,1095856.39,-8819.63,-8436.73,-8568.25,-8652.4,-8769.93,-8814.45,-8924.63,11106.7,123.03286365625308,11106.7
11225.0,2971992.23,1095855.72,-8819.96,-8436.71,-8568.24,-8652.38,-8769.92,-8814.44,-8924.62,11107.04,119.88338490039524,11107.04
11226.0,2971992.9,1095855.05,-8820.29,-8436.7,-8568.22,-8652.36,-8769.9,-8814.42,-8924.6,11107.37,112.99178353677082,11107.37
11227.0,2971993.56,1095854.38,-8820.61,-8436.68,-8568.2,-8652.35,-8769.88,-8814.4,-8924.58,11107.71,113.4828312997809,11107.71
11228.0,2971994.23,1095853.7,-8820.94,-8436.66,-8568.19,-8652.33,-8769.87,-8814.39,-8924.57,11108.05,117.66520362610824,11108.05
11229.0,2971994.9,1095853.03,-8821.26,-8436.65,-8568.17,-8652.32,-8769.85,-8814.37,-8924.55,11108.39,116.36138715190904,11108.39
11230.0,2971995.56,1095852.36,-8821.58,-8436.63,-8568.15,-8652.3,-8769.83,-8814.36,-8924.54,11108.73,113.27963912198364,11108.73
11231.0,2971996.23,1095851.69,-8821.9,-8436.62,-8568.14,-8652.28,-8769.82,-8814.34,-8924.52,11109.070000000002,115.56555112220305,11109.070000000002
11232.0,2971996.9,1095851.02,-8822.22,-8436.6,-8568.12,-8652.27,-8769.8,-8814.32,-8924.5,11109.41,119.42620250035137,11109.41
11233.0,2971997.57,1095850.35,-8822.54,-8436.58,-8568.11,-8652.25,-8769.79,-8814.31,-8924.49,11109.75,118.34251088543252,11109.75
11234.0,2971998.24,1095849.68,-8822.86,-8436.57,-8568.09,-8652.23,-8769.77,-8814.29,-8924.47,11110.09,117.73293435204069,11110.09
11235.0,2971998.91,1095849.0,-8823.18,-8436.55,-8568.07,-8652.22,-8769.75,-8814.27,-8924.45,11110.41,117.44507876682786,11110.41
11236.0,2971999.58,1095848.33,-8823.49,-8436.53,-8568.06,-8652.2,-8769.74,-8814.26,-8924.44,11110.740000000002,118.59650110767912,11110.740000000002
11237.0,2972000.25,1095847.66,-8823.81,-8436.52,-8568.04,-8652.19,-8769.72,-8814.24,-8924.42,11111.070000000002,116.46298324080767,11111.070000000002
11238.0,2972000.92,1095846.99,-8824.12,-8436.5,-8568.02,-8652.17,-8769.7,-8814.23,-8924.41,11111.4,115.85340670741584,11111.4
11239.0,2972001.59,1095846.32,-8824.43,-8436.49,-8568.01,-8652.15,-8769.69,-8814.21,-8924.39,11111.72,123.74403627854356,11111.72
11240.0,2972002.27,1095845.65,-8824.74,-8436.47,-8567.99,-8652.14,-8769.67,-8814.19,-8924.37,11112.05,121.64438377463831,11112.05
11241.0,2972002.94,1095844.97,-8825.05,-8436.45,-8567.97,-8652.12,-8769.65,-8814.18,-8924.36,11112.38,116.4799159222908,11112.38
11242.0,2972003.61,1095844.3,-8825.36,-8436.44,-8567.96,-8652.1,-8769.64,-8814.16,-8924.34,11112.71,121.13640333014511,11112.71
11243.0,2972004.29,1095843.63,-8825.67,-8436.42,-8567.94,-8652.09,-8769.62,-8814.14,-8924.32,11113.03,126.53792872325616,11113.03
11244.0,2972004.96,1095842.96,-8825.97,-8436.4,-8567.93,-8652.07,-8769.61,-8814.13,-8924.31,11113.36,128.5021197752965,11113.36
11245.0,2972005.64,1095842.29,-8826.28,-8436.39,-8567.91,-8652.06,-8769.59,-8814.11,-8924.29,11113.68,123.08366170070238,11113.68
11246.0,2972006.31,1095841.62,-8826.58,-8436.37,-8567.89,-8652.04,-8769.57,-8814.09,-8924.27,11114.0,116.7508388260205,11114.0
11247.0,2972006.99,1095840.94,-8826.89,-8436.35,-8567.88,-8652.02,-8769.56,-8814.08,-8924.26,11114.31,111.78956315147023,11114.31
11248.0,2972007.67,1095840.27,-8827.19,-8436.34,-8567.86,-8652.01,-8769.54,-8814.06,-8924.24,11114.63,99.0223213132078,11114.63
11249.0,2972008.34,1095839.6,-8827.49,-8436.32,-8567.84,-8651.99,-8769.52,-8814.05,-8924.23,11114.95,100.13987829109286,11114.95
11250.0,2972009.02,1095838.93,-8827.79,-8436.31,-8567.83,-8651.97,-8769.51,-8814.03,-8924.21,11115.26,100.95264700228198,11115.26
11251.0,2972009.7,1095838.26,-8828.09,-8436.29,-8567.81,-8651.96,-8769.49,-8814.01,-8924.19,11115.58,94.26423781645484,11115.58
11252.0,2972010.38,1095837.59,-8828.38,-8436.27,-8567.79,-8651.94,-8769.47,-8814.0,-8924.18,11115.9,95.36486211285676,11115.9
11253.0,2972011.06,1095836.92,-8828.68,-8436.26,-8567.78,-8651.92,-8769.46,-8813.98,-8924.16,11116.22,96.27922691294452,11116.22
11254.0,2972011.73,1095836.24,-8828.98,-8436.24,-8567.76,-8651.91,-8769.44,-8813.96,-8924.14,11116.53,101.18970454304548,11116.53
11255.0,2972012.41,1095835.57,-8829.28,-8436.22,-8567.75,-8651.89,-8769.43,-8813.95,-8924.13,11116.84,105.16888469157551,11116.84
